Date AgeGroup CountType Count
200427 0-9 PosTests 228
200427 0-9 Deaths NA
200427 10-19 PosTests 490
200427 10-19 Deaths NA
200427 20-29 PosTests 2217
200427 20-29 Deaths 5
200427 30-39 PosTests 3264
200427 30-39 Deaths 13
200427 30-39 PDeaths 1
200427 40-49 PosTests 3436
200427 40-49 Deaths 18
200427 40-49 PDeaths 2
200427 50-59 PosTests 3556
200427 50-59 Deaths 60
200427 50-59 PDeaths 5
200427 60-69 PosTests 2758
200427 60-69 Deaths 134
200427 60-69 PDeaths 11
200427 70-79 PosTests 1916
200427 70-79 Deaths 210
200427 70-79 PDeaths 12
200427 80+ PosTests 1622
200427 80+ Deaths 345
200427 80+ PDeaths 41
200427 DnA Deaths 73
200427 DnA PDeaths 15
200428 0-9 PosTests 246
200428 0-9 Deaths NA
200428 10-19 PosTests 512
200428 10-19 Deaths NA
200428 20-29 PosTests 2293
200428 20-29 Deaths 6
200428 30-39 PosTests 3367
200428 30-39 Deaths 13
200428 30-39 PDeaths 1
200428 40-49 PosTests 3555
200428 40-49 Deaths 19
200428 40-49 PDeaths 1
200428 50-59 PosTests 3675
200428 50-59 Deaths 61
200428 50-59 PDeaths 7
200428 60-69 PosTests 2835
200428 60-69 Deaths 139
200428 60-69 PDeaths 10
200428 70-79 PosTests 1973
200428 70-79 Deaths 219
200428 70-79 PDeaths 12
200428 80+ PosTests 1657
200428 80+ Deaths 377
200428 80+ PDeaths 43
200428 DnA Deaths 95
200428 DnA PDeaths 12
200429 0-9 PosTests 256
200429 0-9 Deaths NA
200429 10-19 PosTests 539
200429 10-19 Deaths NA
200429 20-29 PosTests 2393
200429 20-29 Deaths 7
200429 30-39 PosTests 3511
200429 30-39 Deaths 14
200429 30-39 PDeaths 1
200429 40-49 PosTests 3696
200429 40-49 Deaths 24
200429 40-49 PDeaths 1
200429 50-59 PosTests 3792
200429 50-59 Deaths 65
200429 50-59 PDeaths 7
200429 60-69 PosTests 2927
200429 60-69 Deaths 152
200429 60-69 PDeaths 11
200429 70-79 PosTests 2035
200429 70-79 Deaths 234
200429 70-79 PDeaths 12
200429 80+ PosTests 1700
200429 80+ Deaths 413
200429 80+ PDeaths 49
200429 DnA Deaths 76
200429 DnA PDeaths 11
200430 0-9 PosTests 294
200430 0-9 Deaths NA
200430 10-19 PosTests 573
200430 10-19 Deaths NA
200430 20-29 PosTests 2525
200430 20-29 Deaths 8
200430 30-39 PosTests 3684
200430 30-39 Deaths 14
200430 30-39 PDeaths 1
200430 40-49 PosTests 3871
200430 40-49 Deaths 26
200430 40-49 PDeaths 2
200430 50-59 PosTests 3939
200430 50-59 Deaths 68
200430 50-59 PDeaths 7
200430 60-69 PosTests 3010
200430 60-69 Deaths 161
200430 60-69 PDeaths 11
200430 70-79 PosTests 2083
200430 70-79 Deaths 251
200430 70-79 PDeaths 15
200430 80+ PosTests 1763
200430 80+ Deaths 444
200430 80+ PDeaths 49
200430 DnA Deaths 75
200430 DnA PDeaths 8
200501 0-9 PosTests 330
200501 0-9 Deaths NA
200501 10-19 PosTests 652
200501 10-19 Deaths NA
200501 20-29 PosTests 2742
200501 20-29 Deaths 8
200501 30-39 PosTests 4025
200501 30-39 Deaths 14
200501 30-39 PDeaths 1
200501 40-49 PosTests 4226
200501 40-49 Deaths 28
200501 40-49 PDeaths 2
200501 50-59 PosTests 4242
200501 50-59 Deaths 68
200501 50-59 PDeaths 8
200501 60-69 PosTests 3215
200501 60-69 Deaths 164
200501 60-69 PDeaths 11
200501 70-79 PosTests 2181
200501 70-79 Deaths 259
200501 70-79 PDeaths 14
200501 80+ PosTests 1859
200501 80+ Deaths 453
200501 80+ PDeaths 51
200501 DnA Deaths 104
200501 DnA PDeaths 7
200502 0-9 PosTests 348
200502 0-9 Deaths NA
200502 10-19 PosTests 701
200502 10-19 Deaths NA
200502 20-29 PosTests 2868
200502 20-29 Deaths 8
200502 30-39 PosTests 4207
200502 30-39 Deaths 16
200502 30-39 PDeaths 1
200502 40-49 PosTests 4377
200502 40-49 Deaths 28
200502 40-49 PDeaths 2
200502 50-59 PosTests 4400
200502 50-59 Deaths 76
200502 50-59 PDeaths 8
200502 60-69 PosTests 3350
200502 60-69 Deaths 176
200502 60-69 PDeaths 11
200502 70-79 PosTests 2270
200502 70-79 Deaths 285
200502 70-79 PDeaths 14
200502 80+ PosTests 1952
200502 80+ Deaths 490
200502 80+ PDeaths 52
200502 DnA Deaths 77
200502 DnA PDeaths 7
200503 0-9 PosTests 369
200503 0-9 Deaths NA
200503 10-19 PosTests 743
200503 10-19 Deaths NA
200503 20-29 PosTests 3043
200503 20-29 Deaths 8
200503 30-39 PosTests 4388
200503 30-39 Deaths 16
200503 30-39 PDeaths 1
200503 40-49 PosTests 4534
200503 40-49 Deaths 30
200503 40-49 PDeaths 3
200503 50-59 PosTests 4532
200503 50-59 Deaths 83
200503 50-59 PDeaths 8
200503 60-69 PosTests 3459
200503 60-69 Deaths 186
200503 60-69 PDeaths 11
200503 70-79 PosTests 2338
200503 70-79 Deaths 292
200503 70-79 PDeaths 14
200503 80+ PosTests 2056
200503 80+ Deaths 506
200503 80+ PDeaths 53
200503 DnA Deaths 61
200503 DnA PDeaths 9
200504 0-9 PosTests 385
200504 0-9 Deaths NA
200504 10-19 PosTests 769
200504 10-19 Deaths NA
200504 20-29 PosTests 3184
200504 20-29 Deaths 8
200504 30-39 PosTests 4550
200504 30-39 Deaths 17
200504 30-39 PDeaths 1
200504 40-49 PosTests 4696
200504 40-49 Deaths 30
200504 40-49 PDeaths 3
200504 50-59 PosTests 4687
200504 50-59 Deaths 85
200504 50-59 PDeaths 8
200504 60-69 PosTests 3569
200504 60-69 Deaths 191
200504 60-69 PDeaths 12
200504 70-79 PosTests 2424
200504 70-79 Deaths 296
200504 70-79 PDeaths 14
200504 80+ PosTests 2144
200504 80+ Deaths 519
200504 80+ PDeaths 54
200504 DnA Deaths 70
200504 DnA PDeaths 9
200505 0-9 PosTests 398
200505 0-9 Deaths NA
200505 10-19 PosTests 791
200505 10-19 Deaths NA
200505 20-29 PosTests 3287
200505 20-29 Deaths 9
200505 30-39 PosTests 4687
200505 30-39 Deaths 17
200505 30-39 PDeaths 1
200505 40-49 PosTests 4841
200505 40-49 Deaths 32
200505 40-49 PDeaths 3
200505 50-59 PosTests 4820
200505 50-59 Deaths 86
200505 50-59 PDeaths 9
200505 60-69 PosTests 3636
200505 60-69 Deaths 199
200505 60-69 PDeaths 12
200505 70-79 PosTests 2465
200505 70-79 Deaths 311
200505 70-79 PDeaths 14
200505 80+ PosTests 2192
200505 80+ Deaths 553
200505 80+ PDeaths 55
200505 DnA Deaths 83
200505 DnA PDeaths 6
200506 0-9 PosTests 416
200506 0-9 Deaths NA
200506 10-19 PosTests 834
200506 10-19 Deaths NA
200506 20-29 PosTests 3474
200506 20-29 Deaths 9
200506 30-39 PosTests 4894
200506 30-39 Deaths 17
200506 30-39 PDeaths 1
200506 40-49 PosTests 5031
200506 40-49 Deaths 33
200506 40-49 PDeaths 3
200506 50-59 PosTests 4996
200506 50-59 Deaths 87
200506 50-59 PDeaths 9
200506 60-69 PosTests 3743
200506 60-69 Deaths 207
200506 60-69 PDeaths 11
200506 70-79 PosTests 2524
200506 70-79 Deaths 325
200506 70-79 PDeaths 14
200506 80+ PosTests 2260
200506 80+ Deaths 585
200506 80+ PDeaths 55
200506 DnA Deaths 75
200506 DnA PDeaths 6
200507 0-9 PosTests 435
200507 0-9 Deaths NA
200507 10-19 PosTests 898
200507 10-19 Deaths NA
200507 20-29 PosTests 3681
200507 20-29 Deaths 9
200507 30-39 PosTests 5161
200507 30-39 Deaths 17
200507 30-39 PDeaths 1
200507 40-49 PosTests 5269
200507 40-49 Deaths 35
200507 40-49 PDeaths 3
200507 50-59 PosTests 5161
200507 50-59 Deaths 89
200507 50-59 PDeaths 9
200507 60-69 PosTests 3860
200507 60-69 Deaths 215
200507 60-69 PDeaths 12
200507 70-79 PosTests 2592
200507 70-79 Deaths 336
200507 70-79 PDeaths 14
200507 80+ PosTests 2317
200507 80+ Deaths 610
200507 80+ PDeaths 55
200507 DnA Deaths 90
200507 DnA PDeaths 8
200508 0-9 PosTests 486
200508 0-9 Deaths NA
200508 10-19 PosTests 969
200508 10-19 Deaths NA
200508 20-29 PosTests 3848
200508 20-29 Deaths 10
200508 20-29 PDeaths 1
200508 30-39 PosTests 5376
200508 30-39 Deaths 17
200508 30-39 PDeaths 2
200508 40-49 PosTests 5468
200508 40-49 Deaths 35
200508 40-49 PDeaths 3
200508 50-59 PosTests 5311
200508 50-59 Deaths 90
200508 50-59 PDeaths 8
200508 60-69 PosTests 3972
200508 60-69 Deaths 220
200508 60-69 PDeaths 12
200508 70-79 PosTests 2666
200508 70-79 Deaths 356
200508 70-79 PDeaths 15
200508 80+ PosTests 2389
200508 80+ Deaths 635
200508 80+ PDeaths 56
200508 DnA Deaths 90
200508 DnA PDeaths 10
200509 0-9 PosTests 516
200509 0-9 Deaths NA
200509 10-19 PosTests 1015
200509 10-19 Deaths NA
200509 20-29 PosTests 3993
200509 20-29 Deaths 10
200509 20-29 PDeaths 1
200509 30-39 PosTests 5575
200509 30-39 Deaths 19
200509 30-39 PDeaths 2
200509 40-49 PosTests 5675
200509 40-49 Deaths 37
200509 40-49 PDeaths 3
200509 50-59 PosTests 5464
200509 50-59 Deaths 98
200509 50-59 PDeaths 8
200509 60-69 PosTests 4077
200509 60-69 Deaths 230
200509 60-69 PDeaths 11
200509 70-79 PosTests 2738
200509 70-79 Deaths 363
200509 70-79 PDeaths 15
200509 80+ PosTests 2481
200509 80+ Deaths 657
200509 80+ PDeaths 57
200509 DnA Deaths 96
200509 DnA PDeaths 7
200510 0-9 PosTests 546
